trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.30946448212468103,0,valid_lose,48.1332323000006,4,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.9215759846328634,0,valid_lose,52.36407289999988,4,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5984453843019959,0,valid_lose,56.21365309999965,4,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.26506027484883365,1,valid_win,60.311253800000486,5,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.7327828225222913,1,valid_win,64.3772654000004,6,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.11656985419538468,1,invalid_win,68.90827999999965,7,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.2832823113688704,1,valid_win,73.00719820000086,8,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.292048058624233,1,valid_win,77.17192389999946,9,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4256336973339525,1,valid_win,81.00569910000013,10,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.09720396462395176,1,invalid_win,84.91925020000053,11,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.11341940000057,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.6770644999997,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.31269769999926,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.59188220000033,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.9201377596236204,1,valid_win,104.54659290000018,12,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.0011021781047153567,1,invalid_win,108.52830259999973,13,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.04973575307511213,1,invalid_win,112.39313729999958,14,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.2567477566827143,1,valid_win,116.22531329999947,15,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.7842453290473478,0,valid_lose,120.07563780000055,15,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.9456063474416211,1,valid_win,124.1235689999994,16,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.25784461354391053,1,valid_win,128.2230780000009,17,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.6756363779951742,0,valid_lose,132.05365239999992,17,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.47562527415190026,0,valid_lose,136.12008210000022,17,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.6445065841913309,0,valid_lose,140.50035010000101,17,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.384766002399059,0,valid_lose,144.36713749999944,17,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.983667202779546,1,valid_win,148.19805590000033,18,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.003813665425936308,1,invalid_win,151.99668320000092,19,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.7598326654525173,0,valid_lose,157.19564739999987,19,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.014241939215984267,0,invalid_lose,161.99439060000077,19,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.06847776381832438,1,invalid_win,169.24178720000054,20,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.4550567398154345,1,valid_win,174.93948359999922,21,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.37379750221205077,0,valid_lose,179.53730449999966,21,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6460377157563056,0,valid_lose,183.95324540000001,21,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.06379571608366474,1,invalid_win,188.01928899999984,22,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.22198430000026,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.3473995000004,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.5747537999996,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.90588840000055,None,None,[],,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.08315447890091876,0,invalid_lose,202.04722070000025,22,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.609578272006088,1,valid_win,207.62738030000037,23,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.6593001928091031,0,valid_lose,214.79212560000087,23,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.055624370772791476,0,invalid_lose,219.79039720000037,23,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.7173810812855766,0,valid_lose,223.58985770000072,23,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.4230939939559638,1,valid_win,227.38870830000087,24,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.8699700587196431,0,valid_lose,231.25406320000002,24,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.037784234029473396,0,invalid_lose,235.48572480000075,24,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.9233843039770295,0,valid_lose,239.60117589999936,24,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp4.png,exp3.png,0,4,reversed,incorrect,0.652491659659803,0,valid_lose,243.26691390000087,24,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.5076451933873172,0,valid_lose,247.3492423000007,24,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.7493030333695432,1,valid_win,251.18081569999958,25,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.3728795419443268,1,valid_win,255.06246920000012,26,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.4042759050862961,1,valid_win,258.86036609999974,27,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.791640558120277,1,valid_win,262.70925630000056,28,,,,,,,,,,,sub_680,2024-12-15_12h49.04.437,Reversal,2023.1.3,59.952002426268514,4,
