trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,thisRow.t,notes,instructions1.started,instructions1.stopped,instructions2.started,instructions2.stopped,instructions3.started,instructions3.stopped,intstructions4.started,intstructions4.stopped,instructions5.started,instructions5.stopped,mindware_trigger_learning.started,mindware_trigger_learning.stopped,trial.started,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,trial.stopped,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,feedback_preparation.started,feedback_preparation.stopped,score,feedback.started,feedback.stopped,estimation.started,estimation_rating.started,estimation.stopped,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp3.png,estimation_exp4.png,estimation_exp1.png,estimation_exp2.png,mindware_trigger_reversal.started,mindware_trigger_reversal.stopped,total_learning_time,thank_you.started,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,thank_you.stopped,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,expStart,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,44.36422240000684,,0.012175999989267439,33.58511230000295,33.58516379998764,37.717400799971074,37.71743109996896,37.98365579999518,37.983686099993065,40.19952209998155,40.19955189997563,44.184013599995524,44.204731500009075,44.20555219997186,44.20558800001163,False,0,1,False,exp1.png,exp2.png,trial_left_image,53.930580399988685,1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.08113088646508848,1,invalid_win,9.747009699989576,53.93108830001438,54.545373199973255,1,54.54541530000279,56.34318029996939,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,56.52799699996831,,,,,,,,,,,,56.3440716000041,56.34507109998958,56.345121199963614,False,1,2,False,exp3.png,exp4.png,trial_left_image,59.91403519996675,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7861991635742607,0,valid_lose,15.730636399996001,59.914730299962685,60.52806579996832,1,60.52810789999785,62.32547679997515,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,62.46323160000611,,,,,,,,,,,,62.3260719999671,62.32681419997243,62.32684930000687,False,2,3,True,exp2.png,exp1.png,trial_left_image,66.8962743000011,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.334937430290728,1,valid_win,22.71288679999998,66.89698019996285,67.50995109998621,2,67.50996990001295,69.3085437999689,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,69.45647789997747,,,,,,,,,,,,69.30952109995997,69.3106619999744,69.3107197000063,False,3,4,False,exp3.png,exp4.png,trial_right_image,72.46068799996283,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6577438735021671,1,valid_win,28.27688089996809,72.46094759996049,73.07647669996368,3,73.0765244999784,74.87446119997185,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,75.02913460001582,,,,,,,,,,,,74.87547689996427,74.8767044999986,74.87676479999209,False,4,5,True,exp2.png,exp1.png,trial_left_image,78.94394829997327,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.9467134799723727,1,valid_win,34.760277699970175,78.94435399997747,79.55830919998698,4,79.5583256999962,81.3563452999806,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,81.49640279996675,,,,,,,,,,,,81.3569911000086,81.35774949996267,81.35778799996478,False,5,6,False,exp3.png,exp4.png,trial_right_image,84.009588899964,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.9739953633311919,1,valid_win,39.82585029996699,84.00992280000355,84.62444390001474,5,84.62446690001525,86.42227529996308,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,86.56905940000433,,,,,,,,,,,,86.42278409999562,86.42346510000061,86.42349469999317,False,6,7,False,exp1.png,exp2.png,trial_right_image,88.99294119997649,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.569834504483422,1,valid_win,44.809336000005715,88.9934161999845,89.60709239996504,6,89.6071140000131,91.4055028000148,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,91.54927479999606,,,,,,,,,,,,91.406495800009,91.40778169996338,91.40784100000747,False,7,8,False,exp3.png,exp4.png,trial_right_image,94.77596830000402,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.08854043396072886,0,invalid_lose,50.59232509997673,94.7764024999924,95.39075839996804,6,95.39079209999181,97.18777560000308,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,97.33498549996875,,,,,,,,,,,,97.18827179999789,97.18888309999602,97.18891329999315,False,8,9,True,exp2.png,exp1.png,trial_left_image,100.74118690000614,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.4413632702964513,1,valid_win,56.557583299989346,100.74166399997193,101.3563725000131,7,101.35640759998932,103.15410169999814,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,103.29891589999897,,,,,,,,,,,,103.15512299997499,103.15631809999468,103.1563785999897,False,9,10,False,exp3.png,exp4.png,trial_left_image,105.85697739996249,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.9398351821807684,0,valid_lose,61.673266700003296,105.85733819997404,106.47193850000622,7,106.4719696000102,108.26958670001477,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,108.4159229999641,,,,,,,,,,,,108.27023349999217,108.27099469996756,108.27103239996359,False,10,11,False,exp1.png,exp2.png,trial_right_image,110.92266410001321,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.27441363936445895,1,valid_win,66.7389510999783,110.92302539997036,111.53808019997086,8,111.53813790000277,113.33554299996467,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,113.47537770000054,,,,,,,,,,,,113.33618859999115,113.33694979996653,113.33698719996028,False,11,12,True,exp4.png,exp3.png,trial_right_image,116.73866949998774,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6557902728120093,0,valid_lose,72.55485869996483,116.73892629996408,117.35390859999461,8,117.35393589996966,119.15201640001033,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,119.3066439999966,,,,,,,,,,,,119.15299629996298,119.1541312999907,119.15418979997048,False,12,13,True,exp2.png,exp1.png,trial_left_image,121.00540159997763,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.45383162484174955,1,valid_win,76.82178120000754,121.00585979997413,121.62000019999687,9,121.62003509997157,123.41778129996965,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,123.56057289999444,,,,,,,,,,,,123.41857019998133,123.41948909999337,123.41953469999135,False,13,14,False,exp3.png,exp4.png,trial_right_image,125.30584149999777,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5557276461867173,1,valid_win,81.12232969998149,125.30641570000444,125.91947829996934,10,125.91950019996148,127.7173313999665,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,127.87653909996152,,,,,,,,,,,,127.71812500001397,127.7190671999706,127.7191134999739,False,14,15,True,exp2.png,exp1.png,trial_left_image,129.6376330999774,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.7615578775169043,1,valid_win,85.45395459997235,129.6380309999804,130.25221199996304,11,130.25224439997692,132.05002510000486,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,132.1943706999882,,,,,,,,,,,,132.0507923999685,132.05172059999313,132.05176679999568,False,15,16,True,exp4.png,exp3.png,trial_left_image,133.7204122999683,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.570148576294441,1,valid_win,89.53678409999702,133.72086239996133,134.33596709999256,12,134.3360021999688,136.1327222000109,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,136.280270999996,,,,,,,,,,,,136.1333746999735,136.13415100000566,136.13418900000397,False,16,17,True,exp2.png,exp1.png,trial_left_image,137.92059629998403,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.20713692433571862,0,invalid_lose,93.73724609997589,137.92133679997642,138.53499229997396,12,138.5350208999589,140.33264149999013,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,140.47702649998246,,,,,,,,,,,,140.33362330001546,140.334779399971,140.33483700000215,False,17,18,True,exp4.png,exp3.png,trial_right_image,142.22089910000795,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.12012361682245509,1,invalid_win,98.03759339998942,142.2216908999835,142.83344939997187,13,142.83347329997923,144.63198269996792,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,144.7908666000003,,,,,,,,,,,,144.6329847999732,144.6341635999852,144.63422119995812,False,18,19,False,exp1.png,exp2.png,trial_right_image,146.8008782999823,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.8360774288216508,1,valid_win,102.61703399999533,146.8010986999725,147.41715180000756,14,147.4171975000063,149.21452229999704,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,149.35608639998827,,,,,,,,,,,,149.21525690000271,149.21613439999055,149.2161741000018,False,19,20,True,exp4.png,exp3.png,trial_right_image,152.23502299998654,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6376907095945381,0,valid_lose,108.0514352999744,152.23551540001063,152.84927189996233,14,152.8493112999713,154.6469663999742,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,154.8412537999684,,,,,,,,,,,,154.64763299998594,154.64841019996675,154.64844789996278,True,,,,,,,154.74349660001462,,,,,,,,,,,,,,154.7435136999702,154.75648569996702,,154.75650239997776,154.77454349998152,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,154.8412537999684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.78176079998957,154.8412537999684,168.61840859998483,None,None,[],,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,168.6865514999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.6215824999963,168.6865514999954,169.0998165999772,None,None,[],,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,169.16148979996797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.1003413000144,169.16148979996797,183.14736669999547,18.0,13.120598800014704,"[(48.0, 6.387947200040799), (18.0, 13.120598800014704)]",18.0,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,183.2087041999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.1478194000083,183.2087041999912,190.88052229996538,82.0,6.675636300002225,"[(82.0, 6.675636300002225)]",,82.0,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,191.00648440001532,,,,,,,,,,,,190.88896829995792,190.88984640000854,190.88986689999,False,20,21,False,exp1.png,exp2.png,trial_right_image,193.98054600000614,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.33600319267559753,1,valid_win,149.7972640999942,193.98136269999668,194.5940014999942,15,194.59404669998912,196.39139800000703,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,196.51850959996227,,,,,,,,,,,,196.3918378999806,196.39243080001324,196.39245629997458,False,21,22,True,exp4.png,exp3.png,trial_left_image,199.16270589997293,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8542281100270415,1,valid_win,154.97930649999762,199.16342619998613,199.7762252999819,16,199.7762503999984,201.57402770000044,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,201.71689019998303,,,,,,,,,,,,201.57446370000253,201.57506549998652,201.57509110000683,False,22,23,False,exp1.png,exp2.png,trial_right_image,203.47914599999785,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.20248670457393692,0,invalid_lose,159.29561949998606,203.47970490000444,204.09244229999604,16,204.09245669998927,205.89055239997106,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,206.02884449996054,,,,,,,,,,,,205.89119629998459,205.89197120000608,205.89200940000592,False,23,24,False,exp3.png,exp4.png,trial_right_image,207.76121229998535,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5728815394913358,1,valid_win,163.57752699998673,207.76160289999098,208.37591609999072,17,208.37595539999893,210.17309080000268,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,210.3110153999878,,,,,,,,,,,,210.1736635999987,210.17431779997423,210.17435109999496,False,24,25,True,exp2.png,exp1.png,trial_right_image,211.94416239997372,-1,exp1.png,3,exp2.png,exp1.png,0,4,reversed,incorrect,0.6860093494851905,0,valid_lose,167.7606938999961,211.94478510000044,212.558950799983,17,212.55899469996803,214.35624920000555,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,214.5107901999727,,,,,,,,,,,,214.3570766999619,214.3580743999919,214.35813070001313,False,25,26,True,exp4.png,exp3.png,trial_left_image,217.02616030001082,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.05064081438678536,0,invalid_lose,172.84247129998403,217.02654629998142,217.64078499999596,17,217.64080649998505,219.43980399996508,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,219.57921860000351,,,,,,,,,,,,219.44083460001275,219.44194819999393,219.44200669997372,False,26,27,True,exp2.png,exp1.png,trial_left_image,221.17536900000414,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.48160510754778996,1,valid_win,176.9917049999931,221.17578160000267,221.79050579998875,18,221.79054429999087,223.58886099996744,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,223.73579639999662,,,,,,,,,,,,223.5898443000042,223.5909898999962,223.59104999998817,False,27,28,False,exp3.png,exp4.png,trial_right_image,225.47503009997308,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.14899665213614832,0,invalid_lose,181.29134920000797,225.47542579995934,226.08973339997465,18,226.08977779996349,227.88835480000125,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,228.03361439995933,,,,,,,,,,,,227.88932219997514,227.89046359999338,227.89052129996708,False,28,29,True,exp2.png,exp1.png,trial_left_image,229.39197429997148,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.5474030467399527,1,valid_win,185.2085160999559,229.3926050000009,230.00613100000191,19,230.006162900012,231.80383829999482,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,231.92857799999183,,,,,,,,,,,,231.80434099998092,231.8049513999722,231.80497950001154,False,29,30,True,exp4.png,exp3.png,trial_left_image,233.45844059996307,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.7079698046495945,1,valid_win,189.27491390000796,233.45899770001415,234.07233329996234,20,234.07236879999982,235.86992849997478,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,236.0068605999695,,,,,,,,,,,,235.87077119998867,235.8716998999589,235.87174530001357,False,30,31,False,exp1.png,exp2.png,trial_right_image,237.75787839997793,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.055668615117887565,0,invalid_lose,193.57436480000615,237.75844909995794,238.37145579996286,20,238.3714839000022,240.16930319997482,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,240.29786950000562,,,,,,,,,,,,240.16985219996423,240.17042049998417,240.17045350000262,False,31,32,True,exp4.png,exp3.png,trial_left_image,241.88955849997,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.19507976089377999,0,invalid_lose,197.70586329995422,241.88993830000982,242.50425699999323,20,242.50429529999383,244.3022106999997,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,244.43700059998082,,,,,,,,,,,,244.30300339998212,244.30383689998416,244.30387539998628,False,32,33,True,exp2.png,exp1.png,trial_left_image,245.85609750001458,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.9635433139925517,1,valid_win,201.67250149999745,245.85658219998004,246.4703830999788,21,246.47040990000824,248.2686515999958,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,248.40081419999478,,,,,,,,,,,,248.26932959997794,248.27013429999352,248.2701723999926,False,33,34,False,exp3.png,exp4.png,trial_left_image,249.58851550001418,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5352181596162228,0,valid_lose,205.40484709996963,249.58892439998453,250.20332949998556,21,250.20335600001272,252.0008858999936,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,252.1266825000057,,,,,,,,,,,,252.0013839000021,252.00198930001352,252.0020208999631,False,34,35,True,exp2.png,exp1.png,trial_left_image,253.47110510000493,1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.06711917665574207,0,invalid_lose,209.28735779999988,253.47142969997367,254.0858285999857,21,254.0858528999961,255.88430929998867,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,256.0139944999828,,,,,,,,,,,,255.88496289995965,255.88577429996803,255.88581259996863,False,35,36,False,exp3.png,exp4.png,trial_right_image,257.4705273999716,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.21663424958929034,0,invalid_lose,213.28687169996556,257.47094829997513,258.08594540000195,21,258.0859936999623,259.8835193999694,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,260.0109292999841,,,,,,,,,,,,259.8840643999865,259.88470519997645,259.8847357999766,False,36,37,False,exp1.png,exp2.png,trial_right_image,261.68692569999257,-1,exp2.png,3,exp2.png,exp1.png,1,3,reversed,correct,0.23381723158476642,0,invalid_lose,217.5032402999932,261.6873151999898,262.30191119998926,21,262.30194559996016,264.10036270000273,,,,,,,,,,,,,,,,,,,,,,,,sub_571,2024-01-29_09h53.18.273,Reversal,2023.2.1,59.92229277198131,3,2024-01-29 09h53.31.969076 +0200,
