trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,total_learning_time,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.39780285620368094,0,valid_lose,445.53079160000016,26,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,59,60,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6786021094767293,1,valid_win,450.7637929000002,27,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
20,exp1.png,exp2.png,,2,0,2,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp1.png,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],528.5990117000001,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp2.png,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],531.6176907000008,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp3.png,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],533.0753307000004,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp4.png,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],534.1080256000005,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
0,exp1.png,exp2.png,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,60,61,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.8250919778041966,1,valid_win,466.34468470000047,28,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
1,exp3.png,exp4.png,,3,0,3,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,61,62,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.4107352358657689,1,valid_win,473.6765495999998,29,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
2,exp1.png,exp2.png,,3,0,3,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,62,63,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.1443538400172405,1,invalid_win,479.51008420000016,30,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
3,exp3.png,exp4.png,,3,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,63,64,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6223600241700769,1,valid_win,487.0252341000005,31,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
4,exp1.png,exp2.png,,3,0,3,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,64,65,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.20238328214419699,0,invalid_lose,495.4573811,31,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
5,exp3.png,exp4.png,,3,0,3,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,65,66,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.29444531983334155,1,valid_win,500.4570227000004,32,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
6,exp1.png,exp2.png,,3,0,3,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,66,67,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.8023728124826159,0,valid_lose,507.82185780000054,32,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
7,exp3.png,exp4.png,,3,0,3,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,67,68,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6790912787132725,1,valid_win,513.5885898000006,33,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
8,exp1.png,exp2.png,,3,0,3,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,68,69,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.43278004918003665,1,valid_win,519.8201303000005,34,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
9,exp3.png,exp4.png,,3,0,3,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,69,70,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9043902010411529,1,valid_win,525.3364200000005,35,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
10,exp1.png,exp2.png,,3,0,3,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,70,71,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6299912326573347,0,valid_lose,532.1525890000003,35,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
11,exp3.png,exp4.png,,3,0,3,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,71,72,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6391002237431402,1,valid_win,537.2350172000006,36,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
12,exp1.png,exp2.png,,3,0,3,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,72,73,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5284776720339402,0,valid_lose,542.4008832,36,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
13,exp3.png,exp4.png,,3,0,3,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,73,74,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.027794995302242387,0,invalid_lose,548.1999956999998,36,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
14,exp1.png,exp2.png,,3,0,3,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,74,75,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.3933400285121965,1,valid_win,552.7002254999998,37,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
15,exp3.png,exp4.png,,3,0,3,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,75,76,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.734293567003007,1,valid_win,561.9816317000004,38,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
16,exp1.png,exp2.png,,3,0,3,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,76,77,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.5280065369714062,1,valid_win,567.4820012,39,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
17,exp3.png,exp4.png,,3,0,3,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,77,78,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8041565145508203,1,valid_win,572.6135403999997,40,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
18,exp1.png,exp2.png,,3,0,3,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,78,79,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7953822815732795,1,valid_win,578.1296056000001,41,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3128871420522098,1,valid_win,584.4453006000003,42,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],662.2688261000003,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],665.2030864000008,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],666.1383346000002,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],666.4045818000004,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.9765030074770475,0,valid_lose,594.5783329000005,42,,,,,,591.7452425000001,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6627532782515698,1,valid_win,599.5106932999997,43,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.28473326378449426,0,valid_lose,604.8935505999998,43,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3503709254025381,1,valid_win,610.0587431000004,44,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.5115823529307746,1,valid_win,615.9587173,45,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.5790537516034667,1,valid_win,621.6574455,46,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.3058609697370771,0,valid_lose,631.5059643000004,46,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.839605674270051,1,valid_win,635.9793314999997,47,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.02469655615530575,0,invalid_lose,641.2889396999999,47,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.39906406597398236,1,valid_win,646.3876674000003,48,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.49134458926957847,1,valid_win,651.7539752000002,49,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7752528656763302,1,valid_win,658.1695645,50,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp2.png,exp1.png,1,3,reversed,incorrect,0.87159000653451,0,valid_lose,665.0690139999997,50,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8246748845009098,1,valid_win,671.4006043999998,51,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.8116032305197127,1,valid_win,678.2832002000005,52,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7212365878008214,1,valid_win,683.7666031999997,53,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.826305059859473,1,valid_win,691.2984182999999,54,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.20567583656907795,0,invalid_lose,696.9974874999998,54,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp2.png,exp1.png,0,4,reversed,correct,0.2566247982751657,1,valid_win,702.7801411999999,55,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7093714329547108,1,valid_win,708.6629318000005,56,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],786.7168609,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],790.5239698000005,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],791.6247839000007,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],792.6696299000005,None,,,,,,,,,,,sub_177,2022-09-20_15h58.31.952,Reversal,2022.1.1,60.06633726299804,1,
