trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_rating.started,estimation_rating.stopped,estimation_exp4.png,total_learning_time,estimation_exp2.png,estimation_exp3.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9215206216198443,1,valid_win,715.3042609000004,41,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.09767512745659712,0,invalid_lose,722.237427099999,41,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.14354501470280845,0,invalid_lose,726.1211426999998,41,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5758335411089288,1,valid_win,730.1868818000003,42,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.07576121090534094,0,invalid_lose,734.6699935999986,42,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.16829497956034967,0,invalid_lose,739.2037788999987,42,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],831.9447856999996,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],837.7379440000004,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],841.7394435999995,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,50.0,None,[],843.1741748000004,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.5972560075956918,0,valid_lose,758.6529998999995,42,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5890315963226661,0,valid_lose,762.9534716999988,42,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.18267795000633502,0,invalid_lose,766.7696808000001,42,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.09240162060242352,1,invalid_win,770.5862641999993,43,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.5333826929053547,1,valid_win,774.5608286999995,44,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,106,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8244590111636757,1,valid_win,778.5364666999994,45,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,107,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.14403318637359985,1,invalid_win,782.4530591999992,46,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,108,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.5520563399100036,1,valid_win,786.6687411000003,47,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,109,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.13118565702603457,1,invalid_win,790.5527083999987,48,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,110,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6657050930539282,0,valid_lose,794.2021637999987,48,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,111,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.7093503478582672,0,valid_lose,798.3197402999995,48,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,112,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.6606511057418176,1,valid_win,803.068513799999,49,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,113,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.4438931029702443,1,valid_win,807.0015910000002,50,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,114,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.29344831997898657,1,valid_win,812.5690052999998,51,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,115,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.3517305938721108,0,valid_lose,816.4524108999994,51,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,116,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.3968221382794914,1,valid_win,820.3189906999996,52,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,36,117,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.8913536115375829,1,valid_win,824.6856731999997,53,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,37,118,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.5002554196056748,0,valid_lose,829.1519064000004,53,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,38,119,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.7843425674950618,0,valid_lose,833.0517925000004,53,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,39,120,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.8451551109777383,0,valid_lose,837.2853806999992,53,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,93.0,93.0,15.33068749999984,"[(93.0, 15.33068749999984)]",930.0255338000006,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,92.0,2.6673972999997204,"[(92.0, 2.6673972999997204)]",947.4210516000003,None,,,92.0,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,97.0,2.3343361000006553,"[(97.0, 2.3343361000006553)]",951.0206275,None,,,,97.0,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,98.0,1.7490704000010737,"[(98.0, 1.7490704000010737)]",954.3215285999995,None,98.0,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,False,40,121,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.5186662394668095,0,valid_lose,870.1846779999996,53,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,41,122,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,3,exp4.png,exp3.png,1,1,non-reversed,correct,0.8661590946384289,1,valid_win,876.5347045999988,54,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,42,123,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.29041138937409516,1,valid_win,881.6348251,55,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,43,124,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.49859326192036335,0,valid_lose,886.6344157000003,55,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,44,125,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.07481189423478829,1,invalid_win,890.8673043999988,56,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,45,126,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.055160730368704836,1,invalid_win,897.3345441999991,57,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,46,127,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.9684532059840536,1,valid_win,902.8674883000003,58,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,47,128,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.10637766754595401,1,invalid_win,910.9174819999989,59,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,48,129,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.3481784400876331,0,valid_lose,916.4499379999997,59,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,49,130,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.7943256858784605,0,valid_lose,924.7672898000001,59,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,50,131,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.5795081486287057,1,valid_win,928.8334522999994,60,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,51,132,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.10107678222016259,1,invalid_win,934.2831181999991,61,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,52,133,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.047737389896388316,1,invalid_win,941.3669964000001,62,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,53,134,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.16744724182972515,1,invalid_win,947.3330819999992,63,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,54,135,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.12592428949533185,1,invalid_win,952.7163911999996,64,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,55,136,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6276058016855293,0,valid_lose,958.4999430999997,64,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,56,137,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,3,exp1.png,exp2.png,0,4,reversed,correct,0.1952079921611456,0,invalid_lose,964.3659038999995,64,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,57,138,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.2324814913995925,1,invalid_win,969.5330102999997,65,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,58,139,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,3,exp1.png,exp2.png,1,3,reversed,incorrect,0.6363272754808253,0,valid_lose,976.7327638999996,65,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,59,140,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,3,exp4.png,exp3.png,0,2,non-reversed,incorrect,0.6456291848874999,0,valid_lose,981.3995436999994,65,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,7.3778500000007625,"[(100.0, 7.3778500000007625)]",1074.1429411999998,None,,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,96.0,1.7840438000002905,"[(96.0, 1.7840438000002905)]",1082.6350805000002,None,,,96.0,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,96.0,1.3994318999993993,"[(96.0, 1.3994318999993993)]",1085.3191473999996,None,,,,96.0,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,87.0,2.1025034000012965,"[(87.0, 2.1025034000012965)]",1087.750847199999,None,87.0,,,,,,,,,sub_711,2024-11-24_11h14.47.363,Reversal,2022.1.2,60.0108619659816,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,80,55,25,355.55402069999946,1,,,,,,,
