trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp4.png,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,53,134,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.6191671296829251,1,valid_win,918.9866740000002,69,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,54,135,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.43594859464610813,1,valid_win,924.7344812999995,70,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,55,136,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.3214250512988577,1,valid_win,930.8000762999995,71,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,56,137,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.9494983973898462,1,valid_win,935.9642409000003,72,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,57,138,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.5729903731642568,1,valid_win,941.4286262,73,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,58,139,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.5454657624042842,1,valid_win,946.4943761,74,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,59,140,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,4,exp3.png,exp4.png,0,4,reversed,correct,0.8524306172925078,1,valid_win,952.1755997999994,75,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1019.0992466999996,1.0,2.9836506999999983,"[(1.0, 2.9836506999999983)]",,1.0,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,1023.2363643999997,87.0,4.212121999999908,"[(63.0, 2.2808450000002267), (87.0, 4.212121999999908)]",,,87.0,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,1028.5176364999998,1.0,2.761586599999646,"[(1.0, 2.761586599999646)]",,,,1.0,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,1032.5355144999994,73.0,2.0427308999996967,"[(73.0, 2.0427308999996967)]",73.0,,,,,,,,,,,,,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,86,45,41,406.7154472999996,1,space,47.054275000000416,None,sub_908,2024-03-11_09h44.21.827,Reversal,2023.1.3,59.90621083639333,4,
