trial_index,trial_image1_file,trial_image2_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_exp1.png,estimation_exp2.png,estimation_exp3.png,estimation_exp4.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,ver,date,expName,psychopyVersion,frameRate
20,exp1.png,exp2.png,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,50,32,79,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
0,exp1.png,exp2.png,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,40,41,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.618838905,1,valid_win,251.7598647,28,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
1,exp3.png,exp4.png,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,41,42,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.295345022,1,valid_win,256.4755222,29,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
2,exp1.png,exp2.png,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,42,43,TRUE,exp2.png,exp1.png,trial_right_image,-1,exp1.png,4,exp2.png,exp1.png,0,2,non-reversed,incorrect,0.380821401,0,valid_lose,262.3905604,29,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
3,exp3.png,exp4.png,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,43,44,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.782027574,1,valid_win,267.5544849,30,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
4,exp1.png,exp2.png,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,44,45,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.638650952,1,valid_win,273.45314,31,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
5,exp3.png,exp4.png,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,45,46,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.734742801,1,valid_win,278.6172038,32,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
6,exp1.png,exp2.png,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,46,47,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.513447432,1,valid_win,284.0820348,33,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
7,exp3.png,exp4.png,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,47,48,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.930234127,1,valid_win,288.681626,34,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
8,exp1.png,exp2.png,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,48,49,TRUE,exp2.png,exp1.png,trial_left_image,1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.666998974,1,valid_win,293.9464682,35,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
9,exp3.png,exp4.png,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,49,50,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.791239907,1,valid_win,298.2622131,36,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
10,exp1.png,exp2.png,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,50,51,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.00816804,0,invalid_lose,302.9437602,36,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
11,exp3.png,exp4.png,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,51,52,TRUE,exp4.png,exp3.png,trial_left_image,1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.419992746,1,valid_win,308.8253504,37,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
12,exp1.png,exp2.png,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,52,53,FALSE,exp1.png,exp2.png,trial_right_image,-1,exp2.png,4,exp2.png,exp1.png,1,1,non-reversed,correct,0.27954668,1,valid_win,313.4732016,38,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
13,exp3.png,exp4.png,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,53,54,FALSE,exp3.png,exp4.png,trial_right_image,-1,exp4.png,4,exp4.png,exp3.png,1,3,reversed,correct,0.113035737,0,invalid_lose,318.0387191,38,,,,,,,,,,,s_041,4,2021_Jan_12_1040,Reversal,3.2.4,60.05847293
