trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,46,107,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.9864869345659507,0,valid_lose,605.4935071,67,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,47,108,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8075258459784108,0,valid_lose,610.1752850000003,67,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,48,109,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.0411461826128835,0,invalid_lose,614.5071386,67,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,49,110,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6091135183392142,1,valid_win,619.2393973999997,68,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,50,111,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.16930919087435625,1,invalid_win,623.2711160999997,69,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,51,112,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.38418883851765595,0,valid_lose,627.4027457000002,69,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,52,113,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.4453076079653654,0,valid_lose,631.7347749999999,69,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,53,114,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9318516939590168,0,valid_lose,635.7337582,69,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,54,115,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5540302705686937,0,valid_lose,640.0821256999998,69,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,55,116,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.3641417602046507,0,valid_lose,644.6472645000003,69,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,56,117,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.5273212387741201,1,valid_win,649.4454737999995,70,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,57,118,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5102030857914825,1,valid_win,653.6944641,71,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,58,119,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.05646783645562403,0,invalid_lose,657.8758963999999,71,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,False,59,120,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.15070084137760342,0,invalid_lose,662.007979,71,,,,,,,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,748.8471726999996,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,750.4554682999997,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,751.3888472999997,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,752.3385715000004,,None,None,[],,,,,,,sub_922,2024-03-18_10h49.46.105,Reversal,2023.1.3,60.0208032103825,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,86,49,37,297.7877315999999,0,,,,,,,
