trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp1.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,participant,date,expName,psychopyVersion,frameRate,ver,
0,exp1.png,exp2.png,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
1,exp3.png,exp4.png,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,0,1,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5264019622413393,0,valid_lose,6.861654899999849,0,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
2,exp1.png,exp2.png,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,1,2,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.3049371355773497,0,valid_lose,13.577340699994238,0,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
3,exp3.png,exp4.png,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,2,3,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.0368236614298274,1,invalid_win,20.040481300005922,1,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
4,exp1.png,exp2.png,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,3,4,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.578778443577701,1,valid_win,26.554956799998763,2,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
5,exp3.png,exp4.png,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,4,5,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.7578042990941372,0,valid_lose,31.971659700007876,2,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
6,exp1.png,exp2.png,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,5,6,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6888352223369982,0,valid_lose,36.7697490999999,2,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
7,exp3.png,exp4.png,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,6,7,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5111730313205112,0,valid_lose,40.952078899994376,2,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
8,exp1.png,exp2.png,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,7,8,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.9885190612694258,0,valid_lose,45.60025200000382,2,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
9,exp3.png,exp4.png,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,8,9,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.08924988501486653,1,invalid_win,49.51532609999413,3,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
10,exp1.png,exp2.png,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,9,10,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6569236150660643,0,valid_lose,53.69712120000622,3,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
11,exp3.png,exp4.png,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,10,11,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6238406554596584,1,valid_win,57.84482339999522,4,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
12,exp1.png,exp2.png,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,11,12,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.36186997814086985,1,valid_win,62.344128299999284,5,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
13,exp3.png,exp4.png,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,12,13,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.4764896280534754,0,valid_lose,66.4762738999998,5,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
14,exp1.png,exp2.png,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,13,14,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7984811150155949,1,valid_win,70.97501819999889,6,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
15,exp3.png,exp4.png,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,14,15,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8605275583166467,1,valid_win,75.37229090000619,7,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
16,exp1.png,exp2.png,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,15,16,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.03921432349471621,1,invalid_win,79.33909459999995,8,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
17,exp3.png,exp4.png,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,16,17,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.9076899102641448,1,valid_win,83.31984959999681,9,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
18,exp1.png,exp2.png,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,17,18,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7167393626357261,1,valid_win,87.38581429999613,10,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
19,exp3.png,exp4.png,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,18,19,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.3265035604437174,1,valid_win,91.38337140000658,11,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
20,exp1.png,exp2.png,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,19,20,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.903200837322865,0,valid_lose,95.6167218000046,11,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp1.png,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.1657678999909,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp2.png,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.09210509998957,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp3.png,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.860153799993,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp4.png,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.63612339999236,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
0,exp1.png,exp2.png,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
1,exp3.png,exp4.png,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,20,21,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.7953020166709318,1,valid_win,123.83968730000197,12,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
2,exp1.png,exp2.png,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,21,22,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.7163955276695555,0,valid_lose,128.137596200002,12,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
3,exp3.png,exp4.png,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,22,23,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.17498103352698835,0,invalid_lose,132.18665250000777,12,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
4,exp1.png,exp2.png,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,23,24,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.4006174570438371,1,valid_win,136.56866370000353,13,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
5,exp3.png,exp4.png,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,24,25,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.3154862608457494,0,valid_lose,140.8348588999943,13,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
6,exp1.png,exp2.png,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,25,26,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.5036130777099094,0,valid_lose,145.08384500000102,13,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
7,exp3.png,exp4.png,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,26,27,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.037798386486224356,1,invalid_win,149.74895940000715,14,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
8,exp1.png,exp2.png,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,27,28,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.04533621159862211,1,invalid_win,154.16215259999444,15,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
9,exp3.png,exp4.png,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,28,29,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.48156710624271504,1,valid_win,157.77854240000306,16,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
10,exp1.png,exp2.png,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,29,30,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7915924760212911,1,valid_win,161.71201930000097,17,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
11,exp3.png,exp4.png,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,30,31,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.8897393954701196,0,valid_lose,165.71017200000642,17,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
12,exp1.png,exp2.png,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,31,32,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.44438003948528404,1,valid_win,169.64057129999856,18,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
13,exp3.png,exp4.png,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,32,33,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.9226732196842461,0,valid_lose,173.8389879000024,18,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
14,exp1.png,exp2.png,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,33,34,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7793199652902129,1,valid_win,177.85435320000397,19,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
15,exp3.png,exp4.png,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,34,35,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6264422450012097,1,valid_win,181.71960510000645,20,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
16,exp1.png,exp2.png,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,35,36,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.9929049582211186,1,valid_win,185.65313069999684,21,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
17,exp3.png,exp4.png,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,36,37,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.779631498264358,0,valid_lose,189.85141289999592,21,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
18,exp1.png,exp2.png,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,37,38,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.3806226621564054,1,valid_win,194.2342384999938,22,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
19,exp3.png,exp4.png,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,38,39,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.17872565475415125,1,invalid_win,198.34875360000296,23,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
20,exp1.png,exp2.png,,1,0,1,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,False,39,40,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.835211350665245,1,valid_win,202.51306959999783,24,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp1.png,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.94929350000166,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp2.png,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.78889509999135,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp3.png,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.1053979999997,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
,,,exp4.png,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.18894069999806,None,None,[],,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
0,exp1.png,exp2.png,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
1,exp3.png,exp4.png,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,40,41,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.0655667569063545,1,invalid_win,214.3422947999934,25,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
2,exp1.png,exp2.png,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,41,42,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.4122195113444188,1,valid_win,218.60792219999712,26,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
3,exp3.png,exp4.png,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,False,42,43,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.15515244840160614,1,invalid_win,222.47381589999713,27,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
4,exp1.png,exp2.png,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,43,44,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.17911490963403554,1,invalid_win,226.3404312000057,28,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
5,exp3.png,exp4.png,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,False,44,45,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.5782544751866708,0,valid_lose,230.66940060000343,28,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
6,exp1.png,exp2.png,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,False,45,46,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.1986750355358009,0,invalid_lose,235.4513683999976,28,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
7,exp3.png,exp4.png,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,False,46,47,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.29887688852681427,1,valid_win,240.73344290000387,29,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
8,exp1.png,exp2.png,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,False,47,48,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.6290835424338189,0,valid_lose,245.8825552000053,29,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
9,exp3.png,exp4.png,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,False,48,49,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.40499795458014753,1,valid_win,250.0301735999965,30,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
10,exp1.png,exp2.png,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,False,49,50,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.3515197435420766,0,valid_lose,254.84544079999614,30,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
11,exp3.png,exp4.png,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,False,50,51,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.2243224629647934,0,invalid_lose,258.9283657000051,30,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
12,exp1.png,exp2.png,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,False,51,52,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.7216568526874562,1,valid_win,263.0421958999941,31,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
13,exp3.png,exp4.png,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,False,52,53,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.6795556098888194,0,valid_lose,267.0419019999972,31,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
14,exp1.png,exp2.png,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,False,53,54,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,1,exp1.png,exp2.png,0,4,reversed,incorrect,0.025556008553449083,1,invalid_win,270.97429890000785,32,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
15,exp3.png,exp4.png,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,False,54,55,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,1,exp3.png,exp4.png,0,2,non-reversed,incorrect,0.16063210850499854,1,invalid_win,274.98944669999764,33,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
16,exp1.png,exp2.png,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,False,55,56,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.45836280373028093,1,valid_win,279.20376220000617,34,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
17,exp3.png,exp4.png,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,False,56,57,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.8860456500269959,1,valid_win,283.3365638999967,35,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
18,exp1.png,exp2.png,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,False,57,58,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,1,exp1.png,exp2.png,1,3,reversed,correct,0.21586320964071692,0,invalid_lose,287.5516856000031,35,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
19,exp3.png,exp4.png,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,58,59,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,1,exp3.png,exp4.png,1,1,non-reversed,correct,0.6185330581261217,1,valid_win,293.49869720000424,36,,,,,,,,,,,,sub_985,2024-09-09_09h56.10.377,Reversal,2023.1.3,60.08120575879088,1,
