trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp1.png,total_learning_time,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,616.209798099997,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,617.9190394000034,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,618.384349400003,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,619.3372157000122,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,False,40,121,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.40994467206047014,1,valid_win,548.0792599999986,63,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,False,41,122,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.26699389186737044,1,valid_win,551.8446328999999,64,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,False,42,123,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.005464885427477473,0,invalid_lose,555.6603245000006,64,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,False,43,124,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2132427580043461,0,invalid_lose,559.6088255000068,64,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,False,44,125,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.17518395138409493,1,invalid_win,563.3405685999896,65,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,False,45,126,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.822546516269969,1,valid_win,567.1731834000093,66,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,False,46,127,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.08023114457521052,0,invalid_lose,570.9713106999989,66,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,False,47,128,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6915346417624986,1,valid_win,574.9033114000049,67,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,False,48,129,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.7464128670601616,1,valid_win,578.8357953999948,68,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,False,49,130,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.1801876810577422,1,invalid_win,582.6344473999925,69,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,False,50,131,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.7976933475133322,1,valid_win,586.5669167999877,70,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,False,51,132,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.2671672594995903,1,valid_win,590.4482417000108,71,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,False,52,133,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.1815898266753554,0,invalid_lose,594.5136377000017,71,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,False,53,134,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7579558121244357,1,valid_win,597.9622898999951,72,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,False,54,135,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.5158286916528217,0,valid_lose,601.7277213000052,72,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,False,55,136,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.7056986780257467,1,valid_win,605.6602424000157,73,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,False,56,137,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.33463891751948527,0,valid_lose,609.5254907000053,73,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,False,57,138,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9173666713542731,0,valid_lose,613.4238951000152,73,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,False,58,139,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.3171927739947309,0,valid_lose,617.2061743999948,73,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,2,0,2,0,0,20,20,20,,,,,,,,,False,59,140,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3507207271408985,1,valid_win,620.9877994999988,74,,,,,,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp1.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,697.5320613000076,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp2.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,698.9201508999977,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp3.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,699.3852848999959,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,exp4.png,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,700.4170642000099,None,None,[],,,,,,,,,,,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,88,49,39,247.5340752999764,1,space,110.83076289997553,None,sub_450,2024-03-24_10h23.41.686,Reversal,2023.1.3,59.86980711579947,2,
