trial_index,trial_image1_file,trial_image2_file,image_file,learning_outer_loop.thisRepN,learning_outer_loop.thisTrialN,learning_outer_loop.thisN,learning_outer_loop.thisIndex,learning_inner_loop.thisRepN,learning_inner_loop.thisTrialN,learning_inner_loop.thisN,learning_inner_loop.thisIndex,learning_estimation_outer_loop.thisRepN,learning_estimation_outer_loop.thisTrialN,learning_estimation_outer_loop.thisN,learning_estimation_outer_loop.thisIndex,learning_estimation_inner_loop.thisRepN,learning_estimation_inner_loop.thisTrialN,learning_estimation_inner_loop.thisN,learning_estimation_inner_loop.thisIndex,reversal_outer_loop.thisRepN,reversal_outer_loop.thisTrialN,reversal_outer_loop.thisN,reversal_outer_loop.thisIndex,reversal_inner_loop.thisRepN,reversal_inner_loop.thisTrialN,reversal_inner_loop.thisN,reversal_inner_loop.thisIndex,reversal_estimation_outer_loop.thisRepN,reversal_estimation_outer_loop.thisTrialN,reversal_estimation_outer_loop.thisN,reversal_estimation_outer_loop.thisIndex,reversal_estimation_inner_loop.thisRepN,reversal_estimation_inner_loop.thisTrialN,reversal_estimation_inner_loop.thisN,reversal_estimation_inner_loop.thisIndex,skipped,total_trial_counter,trial_num,left_right_flip,left_image_file,right_image_file,clicked_stimulus_side,side,clicked_stimulus,version,high_prob_image_file,low_prob_image_file,choice_a,choice_b,pair_type,correct,trial_feedback_random,reward,trial_type,overall_time_after_trial,score,estimation_rating.started,estimation_exp1.png,estimation_rating.response,estimation_rating.rt,estimation_rating.history,estimation_exp2.png,estimation_exp3.png,total_learning_time,estimation_exp4.png,total_correct,learning_correct,reversal_correct,total_reversal_time,extra_block,end_experiment.keys,end_experiment.rt,end_experiment.duration,participant,date,expName,psychopyVersion,frameRate,ver,
19,exp3.png,exp4.png,,3,0,3,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,False,79,80,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp3.png,exp4.png,0,4,reversed,incorrect,0.32467234668358236,0,valid_lose,538.8325885999948,47,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
20,exp1.png,exp2.png,,3,0,3,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp1.png,3,0,3,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.2475169000099,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp2.png,3,0,3,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.3133361999935,,55.0,1.245808899984695,"[(55.0, 1.245808899984695)]",55.0,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp3.png,3,0,3,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.3937815999961,,56.0,0.8121272999851499,"[(56.0, 0.8121272999851499)]",,56.0,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp4.png,3,0,3,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.011339299992,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,False,0,81,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5847820621716959,1,valid_win,552.2949239000154,48,,,,,,,,548.1707691999909,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,False,1,82,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.28033191477187647,0,valid_lose,556.2433015000133,48,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,False,2,83,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.5428812906565641,0,valid_lose,562.3580928000156,48,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,False,3,84,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.23677461471880346,1,invalid_win,568.8389384000038,49,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,False,4,85,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9577144621703315,1,valid_win,573.6873947000131,50,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,False,5,86,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8300972309832918,0,valid_lose,578.4028626999934,50,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,False,6,87,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.12112426442946012,1,invalid_win,582.9846908000181,51,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,False,7,88,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.23573445402965532,0,invalid_lose,586.8521660999977,51,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,False,8,89,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.06306491207470633,1,invalid_win,591.9647569000081,52,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,False,9,90,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8870786135011838,0,valid_lose,595.8796650000149,52,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,False,10,91,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.462283235010165,1,valid_win,600.911791999999,53,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,False,11,92,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.42137724748869565,0,valid_lose,604.7267210000136,53,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,False,12,93,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.5364333224041129,1,valid_win,608.9591165000165,54,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,False,13,94,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.01972736868731295,1,invalid_win,612.791185900016,55,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,False,14,95,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.577976083137783,1,valid_win,616.9812119000126,56,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,False,15,96,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.20483015380463154,0,invalid_lose,623.0537867000094,56,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,False,16,97,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.8679828285547735,0,valid_lose,627.5190681999957,56,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,False,17,98,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6816618919932783,1,valid_win,631.3519113000075,57,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,False,18,99,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.06581211952626953,0,invalid_lose,635.533554499998,57,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,False,19,100,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.8154941021623343,1,valid_win,639.6985169000109,58,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp1.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,750.1113376000139,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp2.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,751.5856645000167,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp3.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,751.9985517000023,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp4.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,752.3632797000173,,None,None,[],,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
0,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,False,20,101,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.4899006560686383,1,valid_win,647.0126219000085,59,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
1,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,False,21,102,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.8575242986006165,0,valid_lose,650.8777245999954,59,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
2,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,False,22,103,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.9659129084052837,1,valid_win,654.8432182999968,60,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
3,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,False,23,104,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.32986547047264303,1,valid_win,658.9752016999992,61,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
4,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,False,24,105,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.019436630526120102,1,invalid_win,663.7069676000101,62,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
5,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,False,25,106,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.36354284144177595,0,valid_lose,667.6741877000022,62,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
6,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,False,26,107,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9662798964171536,0,valid_lose,671.5041443000082,62,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
7,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,False,27,108,False,exp3.png,exp4.png,trial_left_image,1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.4506489887720829,0,valid_lose,675.2863645000034,62,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
8,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,False,28,109,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.9936286074528239,0,valid_lose,679.3518056000175,62,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
9,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,False,29,110,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.20533118712028087,0,invalid_lose,683.3668574000185,62,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
10,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,False,30,111,True,exp2.png,exp1.png,trial_left_image,1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.09510993130265233,1,invalid_win,687.6674917000055,63,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
11,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,False,31,112,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.39228671534331205,0,valid_lose,692.6637859999901,63,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
12,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,False,32,113,False,exp1.png,exp2.png,trial_right_image,-1,exp2.png,2,exp1.png,exp2.png,0,2,non-reversed,incorrect,0.05204997108814757,1,invalid_win,696.5457623999973,64,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
13,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,False,33,114,False,exp3.png,exp4.png,trial_right_image,-1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.6319292019648043,1,valid_win,701.9775672999967,65,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
14,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,False,34,115,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.3886858962811439,1,valid_win,705.926078199991,66,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
15,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,False,35,116,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.1939619976975111,0,invalid_lose,710.8914132000064,66,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
16,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,False,36,117,True,exp2.png,exp1.png,trial_right_image,-1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.6001494924242085,1,valid_win,714.7070487000165,67,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
17,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,False,37,118,True,exp4.png,exp3.png,trial_right_image,-1,exp3.png,2,exp4.png,exp3.png,1,3,reversed,incorrect,0.7065018452982667,0,valid_lose,718.5561257000081,67,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
18,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,False,38,119,False,exp1.png,exp2.png,trial_left_image,1,exp1.png,2,exp1.png,exp2.png,1,1,non-reversed,correct,0.8019910136606453,1,valid_win,722.6202152000042,68,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
19,exp3.png,exp4.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,False,39,120,True,exp4.png,exp3.png,trial_left_image,1,exp4.png,2,exp4.png,exp3.png,0,4,reversed,correct,0.9731129537625401,1,valid_win,726.5018828000175,69,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
20,exp1.png,exp2.png,,,,,,,,,,,,,,,,,,1,0,1,0,0,20,20,20,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp1.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,836.9283496999997,63.0,63.0,2.3537601999996696,"[(63.0, 2.3537601999996696)]",,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp2.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,840.2322706000123,,63.0,1.3523706000123639,"[(63.0, 1.3523706000123639)]",63.0,,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp3.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,842.4481545000162,,64.0,1.2601709000009578,"[(64.0, 1.2601709000009578)]",,64.0,,,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
,,,exp4.png,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,844.5988753999991,,61.0,1.7447772999876179,"[(61.0, 1.7447772999876179)]",,,,61.0,,,,,,,,,sub_266,2024-01-14_11h38.28.916,Reversal,2023.1.3,60.0356131208111,2,
